Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr,ta_acid_batch_number,dic_for_ta,file_name,salinity,analyte_volume,alkalinity_certified,analysis_batch,dic,file_path,total_silicate,total_phosphate,analyte_mass,file_good,titrant_molinity_here,reference_good,titrant_molinity,titrant_molinity_std_batch,alkalinity_umolkg,emf0,pH_initial,temperature_initial,alkalinity_offset
0000_003_14_50_1_1, ,,,3,2024-01-28 00:00:00,4424,0,3,14,1,1,1,50,0.831,34.3461,0.0,0.0,,21.8442,50,0.0,25,341.0,240255.0,3,25.38,96.7556,24.74,1.0,,,1.0,1.0,49.92,2024-01-22 00:00:00,-56.66824,-61.45362,,,,,,2024-01-28 00:44:24,240112.91666666663,240160.93925,1022.7332278436784,22.34078917566288,,,4843.449614233142,7.070748958313954,49.574773310547485,2269.470766178092,2219.0251615888383,4837.995688558244,0.8291963874076486,49.630659496974864,2272.0291654981584,2221.526693024812,0,,,,,1.0,2221.526693024812,0000_003_14_50_1_1.dat,34.3461,96.7556,,1.0,2221.526693024812,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897425388736093,True,,False,0.09972504942492526,0.00013183100366711024,2328.5747058252637,649.4900799812534,7.702410721861367,24.73,
0000_003_15_18_1_1, ,,,3,2024-01-28 00:00:00,11549,0,3,15,1,1,1,18,0.9972,34.3184,0.0,0.0,,21.8442,50,0.0,9,270.0,239242.0,3,25.3,96.7556,24.7,1.0,,,1.0,1.0,17.526,2024-01-22 00:00:00,-56.66672,-61.45344,,,,,,2024-01-28 01:15:49,239201.5,239249.3403,1022.7367684345828,22.34086651703872,,,4843.449614233142,7.070748958313954,49.386598199984064,2260.856346306299,2210.5945694773463,4837.995688558244,0.8291963874076486,49.4422722545426,2263.405034496232,2213.08659701424,0,,,,,1.0,2213.08659701424,0000_003_15_18_1_1.dat,34.3184,96.7556,,1.0,2213.08659701424,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897339215687158,True,,False,0.09972504942492526,0.00013183100366711024,2328.8457263167998,649.6167609473026,7.721235945112362,24.69,
0000_003_18_15_1_1, ,,,3,2024-01-28 00:00:00,14512,0,3,18,1,1,1,15,1.0093,34.3164,0.0,0.0,,21.8442,50,0.0,0,245.0,238450.0,3,25.31,96.7556,24.7,1.0,,,1.0,1.0,14.868,2024-01-22 00:00:00,-56.66556,-61.4533,,,,,,2024-01-28 01:45:12,238450.0,238497.69,1022.7322042897604,22.340766816946385,,,4843.449614233142,7.070748958313954,49.23144019074379,2253.753407803618,2203.659372757059,4837.995688558244,0.8291963874076486,49.28693933397442,2256.294088772966,2206.1435821705213,0,,,,,1.0,2206.1435821705213,0000_003_18_15_1_1.dat,34.3164,96.7556,,1.0,2206.1435821705213,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897295500024615,True,,False,0.09972504942492526,0.00013183100366711024,2327.9215305526855,649.6332322513796,7.724534969189255,24.7,
0000_003_19_11_1_1, ,,,3,2024-01-28 00:00:00,21600,0,3,19,1,1,1,11,1.0012,34.3179,0.0,0.0,,21.8442,50,0.0,67,269.0,239212.0,3,25.18,96.7556,24.69,1.0,,,1.0,1.0,10.178,2024-01-22 00:00:00,-56.6652,-61.45324,,,,,,2024-01-28 02:16:00,238911.61666666667,238959.39899,1022.772978222609,22.34165749089032,,,4843.449614233142,7.070748958313954,49.326747606621545,2258.1164614232403,2207.837427761761,4837.995688558244,0.8291963874076486,49.382354190948845,2260.662060910852,2210.3263471425166,0,,,,,1.0,2210.3263471425166,0000_003_19_11_1_1.dat,34.3179,96.7556,,1.0,2210.3263471425166,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897480888660906,True,,False,0.09972504942492526,0.00013183100366711024,2327.514210499551,649.6418788532313,7.723480326888279,24.64,
0000_003_21_6_1_1, ,,,3,2024-01-28 00:00:00,24537,0,3,21,1,1,1,6,1.0147,34.3163,0.0,0.0,,21.8442,50,0.0,31,248.0,238964.0,3,25.18,96.7556,24.7,1.0,,,1.0,1.0,6.494,2024-01-22 00:00:00,-56.66466,-61.45318,,,,,,2024-01-28 02:45:37,238835.86666666667,238883.63384,1022.7717698385776,22.341631094707857,,,4843.449614233142,7.070748958313954,49.31110792704742,2257.400496564187,2207.1400122047453,4837.995688558244,0.8291963874076486,49.36669688059217,2259.945288936751,2209.628145381285,0,,,,,1.0,2209.628145381285,0000_003_21_6_1_1.dat,34.3163,96.7556,,1.0,2209.628145381285,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897323857180197,True,,False,0.09972504942492526,0.00013183100366711024,2325.901627004496,649.651332739757,7.721820937672802,24.69,
0000_003_24_3_1_1, ,,,3,2024-01-28 00:00:00,31503,0,3,24,1,1,1,3,1.0252,34.3154,0.0,0.0,,21.8442,50,0.0,49,265.0,239185.0,3,25.27,96.7556,24.68,1.0,,,1.0,1.0,3.972,2024-01-22 00:00:00,-56.66284,-61.45296,,,,,,2024-01-28 03:15:03,238968.5833333333,239016.37705,1022.7436604091348,22.341017066709224,,,4843.449614233142,7.070748958313954,49.33850919623306,2258.6548922017314,2208.427174506452,4837.995688558244,0.8291963874076486,49.39412903952951,2261.201098668274,2210.9167587151906,0,,,,,1.0,2210.9167587151906,0000_003_24_3_1_1.dat,34.3154,96.7556,,1.0,2210.9167587151906,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897491646009213,True,,False,0.09972504942492526,0.00013183100366711024,2327.9949725522874,649.7089663242671,7.723287243849357,24.63,
0000_003_08_300_1_1, ,,,3,2024-01-28 00:00:00,34442,0,3,8,1,1,1,300,0.6605,34.5591,0.0,0.0,,21.8442,50,0.0,19,254.0,242860.0,3,24.81,96.7556,24.56,1.0,,,1.0,1.0,303.145,2024-01-22 00:00:00,-56.67106,-61.45398,,,,,,2024-01-28 03:44:42,242779.56666666668,242828.12258,1023.0673760269289,22.34808837540744,,,4843.449614233142,7.070748958313954,50.125341647660704,2294.675092137076,2242.9364340092843,4837.995688558244,0.8291963874076486,50.18184849582135,2297.261904570611,2245.4649208852725,0,,,,,1.0,2245.4649208852725,0000_003_08_300_1_1.dat,34.5591,96.7556,,1.0,2245.4649208852725,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09899622568459643,True,,False,0.09972504942492526,0.00013183100366711024,2342.8113435835826,649.6092337204107,7.6684011525092535,24.51,
0000_003_08_300_2_1, ,,,3,2024-01-28 00:00:00,41341,0,3,8,2,1,1,300,0.6605,34.5591,0.0,0.0,,21.8442,50,0.0,7,266.0,243170.0,3,24.97,96.7556,24.47,1.0,,,1.0,1.0,303.145,2024-01-22 00:00:00,-56.67106,-61.45398,,,,,,2024-01-28 04:13:41,243138.96666666667,243187.59446,1023.0189787941698,22.34703117657561,,,4843.449614233142,7.070748958313954,50.19954495906583,2298.072026399036,2246.3630431448773,4837.995688558244,0.8291963874076486,50.25613545743439,2300.662668233874,2248.8953928749784,0,,,,,1.0,2248.8953928749784,0000_003_08_300_2_1.dat,34.5591,96.7556,,1.0,2248.8953928749784,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989985415886546,True,,False,0.09972504942492526,0.00013183100366711024,2342.7258321756053,649.6040436658229,7.671211965425365,24.43,
8888_0208_0612_0_1_1, ,,,3,2024-01-28 00:00:00,44719,8888,208,612,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,50,270.0,222651.0,3,24.84,96.7556,24.52,1.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-01-28 04:47:19,222426.0,222470.4852,1021.9862075173296,22.32447111425005,45.98082017517626,4837.364778457812,4843.449614233142,7.070748958313954,45.92305437561912,2102.2996665302057,2057.0724448789174,4837.995688558244,0.8291963874076486,45.97482393918472,2104.669612033616,2059.3914052386344,0,,,,,1.0,2059.66,8888_0208_0612_0_1_1.dat,33.14,96.7556,2215.76,1.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09889358455115022,True,0.09959392867142852,True,0.09972504942492526,0.00013183100366711024,2218.624938430099,649.2805762032401,7.862408104902116,24.47,2.864938430098846
8888_0208_0612_0_1_2, ,,,3,2024-01-28 00:00:00,51554,8888,208,612,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,35,245.0,222602.0,3,25.27,96.7556,24.65,1.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-01-28 05:15:54,222459.0833333333,222503.57515,1021.8563834898098,22.321635212228102,45.97497918121773,4838.698946582995,4843.449614233142,7.070748958313954,45.929884906742245,2102.6123596534662,2057.6397952055595,4837.995688558244,0.8291963874076486,45.9816621704406,2104.982657659269,2059.959395145532,0,,,,,1.0,2059.66,8888_0208_0612_0_1_2.dat,33.14,96.7556,2215.76,1.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.0988889721455096,True,0.09963649157534041,True,0.09972504942492526,0.00013183100366711024,2217.6944162328596,649.359151103861,7.859532626376213,24.63,1.9344162328593484
8888_0208_0856_0_1_1, ,,,3,2024-01-28 00:00:00,121641,8888,208,856,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,45,279.0,222829.0,4,24.79,96.7556,24.45,1.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-01-28 12:16:41,222619.75,222664.27395,1022.0012091028724,22.324798811884964,45.98149512088698,4841.507424121916,4843.449614233142,7.070748958313954,45.963056856378,2104.1309297835583,2058.834090451415,4850.398794784467,10.5160592162278,45.89720545027728,2101.116335241267,2055.884392823427,0,4841.211163652828,45.98430898271895,2105.1038253961665,2059.7860419794,1.0,2059.66,8888_0208_0856_0_1_1.dat,33.14,96.7556,2215.76,1.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09889530915375738,True,0.09966293651754293,True,0.09972504942492526,0.00013183100366711024,2217.116370081863,649.5634794994379,7.855863328301441,24.41,1.3563700818626785
8888_0208_0856_0_1_2, ,,,3,2024-01-28 00:00:00,124507,8888,208,856,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,46,271.0,222813.0,4,25.15,96.7556,24.57,1.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-01-28 12:45:07,222605.2333333333,222649.75438,1021.892759248413,22.322429811574185,45.97661578570689,4841.705495917261,4843.449614233142,7.070748958313954,45.960059681260496,2103.993722876576,2058.918319789282,4850.398794784467,10.5160592162278,45.89421256922135,2100.9793249110216,2055.968501485675,0,4841.895442824694,45.97481212924923,2104.669071389624,2059.5791998150344,1.0,2059.66,8888_0208_0856_0_1_2.dat,33.14,96.7556,2215.76,1.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09889214527719027,True,0.09963692805303762,True,0.09972504942492526,0.00013183100366711024,2217.681844255785,649.596977618818,7.859148983269063,24.52,1.9218442557848903
1111_0009_4_382_1_1, ,,,3,2024-01-28 00:00:00,131807,1111,9,4,1,1,1,382,-1.6758,34.4771,0.0,0.0,,21.8442,50,0.0,37,277.0,241791.0,4,24.94,96.7556,24.57,1.0,,,1.0,1.0,387.74,2024-01-28 00:00:00,-55.06862,-64.56222,,,,,,2024-01-28 13:18:07,241620.1833333333,241668.50737,1022.9661060858924,22.34587621456145,,,4843.449614233142,7.070748958313954,49.88597024387313,2283.7169703570344,2232.4463701882264,4850.398794784467,10.5160592162278,49.81449846827904,2280.4450823687307,2229.247937738864,0,4842.689623809652,49.893799128769125,2284.0753668602706,2232.796720508832,1.0,2229.247937738864,1111_0009_4_382_1_1.dat,34.4771,96.7556,,1.0,2229.247937738864,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898935658181841,True,,False,0.09972504942492526,0.00013183100366711024,2337.949360329036,650.1107710590271,7.6927349948473704,24.54,
1111_0009_2_414_1_1, ,,,3,2024-01-28 00:00:00,134624,1111,9,2,1,1,1,414,-1.6736,34.4771,0.0,0.0,,21.8442,50,0.0,28,270.0,242235.0,4,24.79,96.7556,24.54,1.0,,,1.0,1.0,419.14,2024-01-28 00:00:00,-55.06814,-64.56326,,,,,,2024-01-28 13:46:24,242109.0,242157.4218,1023.0114331020148,22.346866346967037,,,4843.449614233142,7.070748958313954,49.9868934918884,2288.337109708224,2236.863670985025,4850.398794784467,10.5160592162278,49.91527712326145,2285.058602432749,2233.658909855881,0,4843.370293067885,49.98771214055646,2288.3745864145385,2236.9003046971243,1.0,2233.658909855881,1111_0009_2_414_1_1.dat,34.4771,96.7556,,1.0,2233.658909855881,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09899022598367388,True,,False,0.09972504942492526,0.00013183100366711024,2338.5067356746445,650.1178166341716,7.697329728145331,24.51,
1111_0009_2_414_2_1, ,,,3,2024-01-28 00:00:00,142133,1111,9,2,2,1,1,414,-1.6736,34.4771,0.0,0.0,,21.8442,50,0.0,4,257.0,242263.0,4,24.79,96.7556,24.53,1.0,,,1.0,1.0,419.14,2024-01-28 00:00:00,-55.06814,-64.56326,,,,,,2024-01-28 14:21:33,242245.86666666667,242294.31584,1023.0114331020148,22.346866346967037,,,4843.449614233142,7.070748958313954,50.01515158840384,2289.630729823195,2238.1281926444244,4850.398794784467,10.5160592162278,49.943494734319295,2286.350369174394,2234.921619831397,0,4844.216216147295,50.00723664216,2289.268393539704,2237.77400668739,1.0,2234.921619831397,1111_0009_2_414_2_1.dat,34.4771,96.7556,,1.0,2234.921619831397,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09899051563238316,True,,False,0.09972504942492526,0.00013183100366711024,2336.2665019927013,650.1206765766615,7.6960481883992,24.5,
1111_0009_2_414_3_1, ,,,3,2024-01-28 00:00:00,145003,1111,9,2,3,1,1,414,-1.6736,34.4771,0.0,0.0,,21.8442,50,0.0,30,286.0,242154.0,4,24.79,96.7556,24.6,1.0,,,1.0,1.0,419.14,2024-01-28 00:00:00,-55.06814,-64.56326,,,,,,2024-01-28 14:50:03,242011.0,242059.4022,1023.0114331020148,22.346866346967037,,,4843.449614233142,7.070748958313954,49.96665997904003,2287.410844940077,2235.958241448096,4850.398794784467,10.5160592162278,49.895072599026165,2284.133664726846,2232.754777530499,0,4844.902099725208,49.95168014101385,2286.7250867971293,2235.287908624084,1.0,2232.754777530499,1111_0009_2_414_3_1.dat,34.4771,96.7556,,1.0,2232.754777530499,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898906662932826,True,,False,0.09972504942492526,0.00013183100366711024,2339.2157201234604,650.2677849796487,7.69503008142595,24.55,
