Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr,ta_acid_batch_number,dic_for_ta,file_name,salinity,analyte_volume,alkalinity_certified,analysis_batch,dic,file_path,total_silicate,total_phosphate,analyte_mass,file_good,titrant_molinity_here,reference_good,titrant_molinity,titrant_molinity_std_batch,alkalinity_umolkg,emf0,pH_initial,temperature_initial,alkalinity_offset,vindta,cell_colours,station_cast_niskin_depth,dic_umolkg_sample_replicate_mean,dic_umolkg_sample_replicate_std,ta_umolkg_sample_replicate_mean,ta_umolkg_sample_replicate_std,dic_sample_umol_per_kg_final,ta_sample_umol_per_kg_final
0000_003_6_356_1_1, ,2,2,3,2024-01-27 00:00:00,204508,0,3,6,1,1,1,356,0.6163,34.6034,0.0,0.0,,21.8442,50,0.0,37,254.0,243396.0,3,25.11,96.7556,24.61,1.0,,,1.0,1.0,359.817,2024-01-22 00:00:00,-56.67212,-61.45412,,,,,,2024-01-27 20:45:08,243239.36666666667,243288.01454,1023.0099337083884,22.346833593912773,,,4843.449614233142,7.070748958313954,50.22027398651457,2299.020975202322,2247.3105093597887,4837.995688558244,0.8291963874076486,50.27688785294343,2301.612686797568,2249.84392717896,0,,,,,1.0,2249.84392717896,0000_003_6_356_1_1.dat,34.6034,96.7556,,1.0,2249.84392717896,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.098996855391639,True,,False,0.0997250494249252,0.0001318310036671,2348.158689066491,649.3854222005805,7.66473892570928,24.6,,Lucy,firebrick,0_3_6_356,2248.415216226859,2.020502405172251,2349.2858709489997,1.5940759055047098,2248.4,2349.3
0000_003_4_409_1_1, ,2,2,3,2024-01-27 00:00:00,221734,0,3,4,1,1,1,409,0.7302,34.6254,0.0,0.0,,21.8442,50,0.0,15,321.0,243628.0,3,25.45,96.7556,24.7,1.0,,,1.0,1.0,413.741,2024-01-22 00:00:00,-56.673,-61.45424,,,,,,2024-01-27 22:17:34,243547.75,243596.45955,1022.92264887004,22.344926926446924,,,4843.449614233142,7.070748958313954,50.28394417158826,2301.9357161895723,2250.351694463291,4837.995688558244,0.8291963874076486,50.34062981411604,2304.530713604345,2252.8885406438303,0,,,,,1.0,2252.8885406438303,0000_003_4_409_1_1.dat,34.6254,96.7556,,1.0,2252.8885406438303,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989955555184643,True,,False,0.0997250494249252,0.0001318310036671,2349.628095636277,649.535815964858,7.658588634809335,24.7,,Lucy,firebrick,0_3_4_409,,,,,2252.9,2349.6
0000_003_2_456_1_1, ,2,2,3,2024-01-27 00:00:00,214813,0,3,2,1,1,1,456,0.7231,34.6246,0.0,0.0,,21.8442,50,0.0,0,246.0,243245.0,3,25.5,96.7556,24.7,1.0,,,1.0,1.0,461.815,2024-01-22 00:00:00,-56.67354,-61.4543,,,,,,2024-01-27 21:48:13,243245.0,243293.649,1022.9066892234392,22.344578300734653,,,4843.449614233142,7.070748958313954,50.22143706939599,2299.0742196736887,2247.589388059509,4837.995688558244,0.8291963874076486,50.27805224698096,2301.665991292012,2250.123120261701,0,,,,,1.0,2250.123120261701,0000_003_2_456_1_1.dat,34.6246,96.7556,,1.0,2250.123120261701,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989954970006771,True,,False,0.0997250494249252,0.0001318310036671,2351.925852735386,649.6210000702649,7.66002999469651,24.7,,Lucy,firebrick,0_3_2_456,,,,,2250.1,2351.9
0000_019_24_2_1_1, ,2,2,3,2024-02-01 00:00:00,12853,0,19,24,1,1,1,2,-0.9328,32.859,0.0,0.0,,21.8442,50,0.0,27,253.0,214457.0,7,24.14,96.7556,24.89,7.0,,,1.0,1.0,2.331,2024-01-31 00:00:00,-59.88224,-66.13634,,,,,,2024-02-01 01:28:53,214343.15,214386.01863,1021.9819807472824,22.324378783839784,,,4843.449614233142,7.070748958313954,44.25423346412508,2025.9031442728544,1982.327655905925,4841.745390408113,1.2675048479942777,44.26981030944564,2026.6162326588128,1983.0254063549469,0,,,,,2.0,1983.0254063549469,0000_019_24_2_1_1.dat,32.859,96.7556,,2.0,1983.0254063549469,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988643871075164,True,,False,0.0995645601847851,6.307334260075646e-05,2248.4587189709573,653.1792555244009,8.11523082916952,24.77,,Lucy,firebrick,0_19_24_2,,,,,1983.0,2248.5
0000_019_22_4_1_1, ,2,2,3,2024-02-01 00:00:00,10104,0,19,22,1,1,1,4,-0.9505,32.8584,0.0,0.0,,21.8442,50,0.0,0,281.0,214519.0,7,24.19,96.7556,24.91,7.0,,,1.0,1.0,3.539,2024-01-31 00:00:00,-59.88206,-66.1363,,,,,,2024-02-01 01:01:04,214519.0,214561.9038,1021.9668015273818,22.32404720592444,,,4843.449614233142,7.070748958313954,44.29054023182289,2027.5652224308,1983.9834517134016,4841.745390408113,1.2675048479942777,44.30612985659663,2028.2788958440512,1984.6817849784204,0,,,,,2.0,1984.6817849784204,0000_019_22_4_1_1.dat,32.8584,96.7556,,2.0,1984.6817849784204,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988628943371783,True,,False,0.0995645601847851,6.307334260075646e-05,2257.753829562956,653.0752529585282,8.121735684733528,24.82,,Lucy,firebrick,0_19_22_4,,,,,1984.7,2257.8
0000_019_21_6_1_1, ,2,4,3,2024-02-01 00:00:00,2407,0,19,21,1,1,1,6,-0.9344,32.885,0.0,0.0,,21.8442,50,0.0,29,242.0,214610.0,7,24.19,96.7556,,7.0,,,1.0,1.0,6.573,2024-01-31 00:00:00,-59.88196,-66.13628,,,,,,2024-02-01 00:24:07,214493.03333333333,214535.93194,1021.9869094794648,22.324486448051328,,,4843.449614233142,7.070748958313954,44.28517903913279,2027.3197937728453,1983.704267606944,4841.745390408113,1.2675048479942777,44.30076677684483,2028.0333807987856,1984.402502603225,0,,,,,2.0,1984.402502603225,0000_019_21_6_1_1.dat,32.885,96.7556,,2.0,1984.402502603225,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,,True,,False,0.0995645601847851,6.307334260075646e-05,0.0,,,,,Lucy,firebrick,0_19_21_6,,,,,1984.4,0.0
0000_019_19_11_1_1, ,2,2,3,2024-01-31 00:00:00,234507,0,19,19,1,1,1,11,-0.799,32.9577,0.0,0.0,,21.8442,50,0.0,39,426.0,217250.0,7,24.78,96.7556,25.03,7.0,,,1.0,1.0,11.52,2024-01-31 00:00:00,-59.88184,-66.13626,,,,,,2024-01-31 23:45:07,216973.1,217016.49462,1021.8665292413834,22.321856838054625,,,4843.449614233142,7.070748958313954,44.797224557141,2050.760593527847,2006.8771555227447,4841.745390408113,1.2675048479942777,44.81299252741401,2051.482431373729,2007.583547037904,0,,,,,2.0,2007.583547037904,0000_019_19_11_1_1.dat,32.9577,96.7556,,2.0,2007.583547037904,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.098866080445563,True,,False,0.0995645601847851,6.307334260075646e-05,2260.204183682444,653.2868047271066,8.081152238804833,24.96,,Lucy,firebrick,0_19_19_11,,,,,2007.6,2260.2
0000_019_18_17_1_1, ,2,2,3,2024-01-31 00:00:00,231621,0,19,18,1,1,1,17,-1.2872,33.7846,0.0,0.0,,21.8442,50,0.0,38,244.0,229173.0,7,24.74,96.7556,25.1,7.0,,,1.0,1.0,16.609,2024-01-31 00:00:00,-59.88176,-66.13624,,,,,,2024-01-31 23:16:21,229018.46666666667,229064.27036,1022.503155885576,22.335763437795705,,,4843.449614233142,7.070748958313954,47.28416416135815,2164.609560494692,2116.9710313705123,4841.745390408113,1.2675048479942777,47.30080749813294,2165.3714715179744,2117.716174325717,0,,,,,2.0,2117.716174325717,0000_019_18_17_1_1.dat,33.7846,96.7556,,2.0,2117.716174325717,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989244485442719,True,,False,0.0995645601847851,6.307334260075646e-05,2298.3429755594657,653.5236479917234,7.913509151275915,25.03,,Lucy,firebrick,0_19_18_17,,,,,2117.7,2298.3
0000_019_15_23_1_1, ,2,2,3,2024-01-31 00:00:00,224522,0,19,15,1,1,1,23,-1.4021,34.012,0.0,0.0,,21.8442,50,0.0,40,294.0,233783.0,7,24.78,96.7556,25.03,7.0,,,1.0,1.0,22.795,2024-01-31 00:00:00,-59.8816,-66.13622,,,,,,2024-01-31 22:45:22,233587.0,233633.7174,1022.66295781932,22.339254183196783,,,4843.449614233142,7.070748958313954,48.22740373174783,2207.7898816046286,2158.8636458608216,4841.745390408113,1.2675048479942777,48.24437907510681,2208.566991471732,2159.623534405881,0,,,,,2.0,2159.623534405881,0000_019_15_23_1_1.dat,34.012,96.7556,,2.0,2159.623534405881,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989434077241107,True,,False,0.0995645601847851,6.307334260075646e-05,2311.69353595286,653.4542005918616,7.837525338450497,24.95,,Lucy,firebrick,0_19_15_23,,,,,2159.6,2311.7
0000_019_14_47_1_1, ,2,2,3,2024-01-31 00:00:00,221137,0,19,14,1,1,1,47,-1.7378,34.3233,0.0,0.0,,21.8442,50,0.0,32,257.0,240773.0,7,24.46,96.7556,24.89,7.0,,,1.0,1.0,47.988,2024-01-31 00:00:00,-59.88124,-66.13628,,,,,,2024-01-31 22:11:37,240635.9333333333,240684.06052,1022.9942259707848,22.34649047095101,,,4843.449614233142,7.070748958313954,49.68275764161799,2274.414153030003,2223.291290692932,4841.745390408113,1.2675048479942777,49.70024524834628,2275.21471366982,2224.0738568301526,0,,,,,2.0,2224.0738568301526,0000_019_14_47_1_1.dat,34.3233,96.7556,,2.0,2224.0738568301526,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989687950234917,True,,False,0.0995645601847851,6.307334260075646e-05,2325.231451289586,653.3661073278367,7.715889450871645,24.86,,Lucy,firebrick,0_19_14_47,,,,,2224.1,2325.2
0000_019_12_80_1_1, ,2,2,3,2024-01-31 00:00:00,211612,0,19,12,1,1,1,80,-1.7662,34.4084,0.0,0.0,,21.8442,50,0.0,0,246.0,241067.0,7,24.84,96.7556,24.81,7.0,,,1.0,1.0,80.343,2024-01-31 00:00:00,-59.88106,-66.1363,,,,,,2024-01-31 21:16:12,241067.0,241115.2134,1022.9444244437244,22.34540259643361,,,4843.449614233142,7.070748958313954,49.77175756956189,2278.4884577856774,2227.382449466613,4841.745390408113,1.2675048479942777,49.78927650296794,2279.290452521399,2228.166455632107,0,,,,,2.0,2228.166455632107,0000_019_12_80_1_1.dat,34.4084,96.7556,,2.0,2228.166455632107,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989782273944824,True,,False,0.0995645601847851,6.307334260075646e-05,2326.8432965005104,653.1723119820672,7.721685169291144,24.75,,Lucy,firebrick,0_19_12_80,,,,,2228.2,2326.8
0000_019_5_122_1_1, ,2,2,3,2024-01-31 00:00:00,180432,0,19,5,1,1,1,122,-1.741,34.4404,0.0,0.0,,21.8442,50,0.0,35,319.0,241297.0,7,24.97,96.7556,24.7,7.0,,,1.0,1.0,122.857,2024-01-31 00:00:00,-59.88104,-66.1363,,,,,,2024-01-31 18:04:32,241110.91666666663,241159.13885,1022.929290028586,22.34507199724244,,,4843.449614233142,7.070748958313954,49.78082479853391,2278.903544123104,2227.82118601709,4841.745390408113,1.2675048479942777,49.79834692347242,2279.705684963167,2228.605346611456,0,,,,,2.0,2228.605346611456,0000_019_5_122_1_1.dat,34.4404,96.7556,,2.0,2228.605346611456,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989828968906259,True,,False,0.0995645601847851,6.307334260075646e-05,2326.2676725223914,652.7557914925376,7.71585517862533,24.67,,Lucy,firebrick,0_19_5_122,,,,,2228.6,2326.3
0000_019_6_152_1_1, ,2,2,3,2024-01-31 00:00:00,183941,0,19,6,1,1,1,152,-1.7464,34.4655,0.0,0.0,,21.8442,50,0.0,42,269.0,241668.0,7,24.89,96.7556,24.82,7.0,,,1.0,1.0,153.225,2024-01-31 00:00:00,-59.88104,-66.1363,,,,,,2024-01-31 18:39:41,241479.7,241527.99594,1022.9724686743626,22.34601520021652,,,4843.449614233142,7.070748958313954,49.85696543438353,2282.389166661335,2231.1344992685977,4841.745390408113,1.2675048479942777,49.87451435971638,2283.192534389741,2231.9198261009483,0,,,,,2.0,2231.9198261009483,0000_019_6_152_1_1.dat,34.4655,96.7556,,2.0,2231.9198261009483,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989821117622858,True,,False,0.0995645601847851,6.307334260075646e-05,2328.470170787322,653.0035098217194,7.713390661554495,24.76,,Lucy,firebrick,0_19_6_152,,,,,2231.9,2328.5
0000_019_10_181_1_1, ,2,2,3,2024-01-31 00:00:00,204852,0,19,10,1,1,1,181,-1.7672,34.4808,0.0,0.0,,21.8442,50,0.0,28,252.0,241715.0,7,24.99,96.7556,24.85,7.0,,,1.0,1.0,182.608,2024-01-31 00:00:00,-59.88104,-66.1363,,,,,,2024-01-31 20:48:52,241597.4,241645.71948,1022.9537536160174,22.345606384739007,,,4843.449614233142,7.070748958313954,49.88126629624325,2283.5016295512423,2232.262818802259,4841.745390408113,1.2675048479942777,49.898823775125365,2284.305388850375,2233.048542786644,0,,,,,2.0,2233.048542786644,0000_019_10_181_1_1.dat,34.4808,96.7556,,2.0,2233.048542786644,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989823556001906,True,,False,0.0995645601847851,6.307334260075646e-05,2333.729535407924,653.2691408968908,7.715102146656259,24.79,,Lucy,firebrick,0_19_10_181,,,,,2233.0,2333.7
